"Date","Time","Open","High","Low","Close","Volume","MACD","MACDAvg","MACDDiff","RSI","SlowK","SlowD","FastAvg","SlowAvg","DistF","DistS","FGS","FLS","OpenBar"
09/06/2001,17:15,84.9700,85.5400,84.8400,85.5400,3019,0.069138,0.003382,0.065756,58.62,84.53,72.00,84.9230,84.1914,0.6170,1.3486,21,0,1
09/07/2001,17:15,85.5200,85.9900,85.3900,85.9900,3450,0.146686,0.032043,0.114644,61.75,94.26,83.73,85.0630,84.2438,0.9270,1.7462,22,0,1
09/10/2001,17:15,85.9100,85.9600,85.5900,85.5900,1426,0.173864,0.060407,0.113457,57.58,93.75,90.85,85.1360,84.3070,0.4540,1.2830,23,0,1
09/11/2001,17:15,85.6100,85.7300,85.4900,85.7300,1681,0.204343,0.089194,0.115149,58.63,89.13,92.38,85.2460,84.3592,0.4840,1.3708,24,0,1
09/12/2001,17:15,85.7300,85.7300,85.7300,85.7300,5,0.225894,0.116534,0.109360,58.63,82.61,88.50,85.3060,84.4174,0.4240,1.3126,25,0,1
09/14/2001,17:15,87.9400,87.9400,87.4100,87.4800,4824,0.379806,0.169188,0.210617,69.59,85.65,85.80,85.5530,84.5048,1.9270,2.9752,26,0,1
09/17/2001,17:15,87.3200,87.3200,87.3200,87.3200,0,0.483300,0.232011,0.251289,67.82,84.35,84.20,85.8340,84.5734,1.4860,2.7466,27,0,1
09/18/2001,17:15,86.7200,86.7700,85.6900,85.6900,2579,0.428849,0.271378,0.157471,53.03,67.64,79.21,85.8870,84.5856,0.1970,1.1044,28,0,1
09/19/2001,17:15,85.6300,85.9000,84.7100,84.7100,4070,0.303124,0.277728,0.025397,46.47,40.72,64.23,85.8690,84.5906,1.1590,0.1194,29,0,1
09/21/2001,17:15,84.4000,84.6500,83.5700,83.5700,3348,0.110227,0.244228,-0.134000,40.24,12.29,40.22,85.7350,84.5748,2.1650,1.0048,30,0,1
09/24/2001,17:15,83.5000,83.5000,79.6100,79.6100,4397,-0.358056,0.123771,-0.481827,26.79,1.24,18.08,85.1420,84.4904,5.5320,4.8804,31,0,1
09/25/2001,17:15,79.7500,80.7500,79.4100,79.4100,6603,-0.736819,-0.048347,-0.688472,26.31,0.00,4.51,84.4840,84.4052,5.0740,4.9952,32,0,1
09/26/2001,17:15,79.7700,79.9800,79.2500,79.9800,4750,-0.979704,-0.234619,-0.745085,30.14,2.86,1.37,83.9230,84.3376,3.9430,4.3576,0,1,1
09/27/2001,17:15,80.3100,80.5100,80.2300,80.3400,3555,-1.130115,-0.413718,-0.716398,32.52,7.02,3.29,83.3840,84.2818,3.0440,3.9418,0,2,1
09/28/2001,17:15,80.3600,81.0300,80.3600,81.0300,3286,-1.180038,-0.566982,-0.613056,36.96,13.81,7.90,82.9140,84.2462,1.8840,3.2162,0,3,1
10/01/2001,17:15,81.1000,81.1300,80.3000,80.8800,2641,-1.217669,-0.697119,-0.520549,36.40,17.26,12.70,82.2540,84.2208,1.3740,3.3408,0,4,1
10/02/2001,17:15,80.7200,80.8400,80.3900,80.3900,1899,-1.272363,-0.812168,-0.460195,34.56,17.45,16.17,81.5610,84.1800,1.1710,3.7900,0,5,1
10/03/2001,17:15,80.2300,80.2800,79.5900,79.6800,2939,-1.357354,-0.921205,-0.436149,32.03,12.27,15.66,80.9600,84.1104,1.2800,4.4304,0,6,1
10/04/2001,17:15,79.6000,80.3700,79.5400,80.2300,2112,-1.364599,-1.009884,-0.354715,35.94,9.78,13.17,80.5120,84.0482,0.2820,3.8182,0,7,1
10/08/2001,17:15,80.2100,80.4500,79.8400,80.0000,2356,-1.373071,-1.082521,-0.290550,35.03,8.49,10.18,80.1550,83.9776,0.1550,3.9776,0,8,1
10/09/2001,17:15,80.0200,80.1900,79.8000,80.1000,2549,-1.356085,-1.137234,-0.218851,35.79,10.63,9.63,80.2040,83.8984,0.1040,3.7984,0,9,1
10/10/2001,17:15,80.0400,80.4000,79.9500,80.4000,2892,-1.303391,-1.170465,-0.132925,38.13,12.37,10.49,80.3030,83.8274,0.0970,3.4274,0,10,1
10/11/2001,17:15,80.1400,80.4600,80.0600,80.4000,1548,-1.247252,-1.185823,-0.061430,38.13,16.10,13.03,80.3450,83.7506,0.0550,3.3506,0,11,1
10/12/2001,17:15,80.9200,81.4300,80.1000,80.1000,3257,-1.212988,-1.191256,-0.021732,36.59,19.33,15.93,80.3210,83.6756,0.2210,3.5756,0,12,1
10/15/2001,17:15,80.1800,80.3600,79.9800,80.2400,1465,-1.161151,-1.185235,0.024084,37.85,25.27,20.23,80.2420,83.6090,0.0020,3.3690,0,13,1
10/16/2001,17:15,79.9600,79.9600,79.6500,79.7300,1317,-1.147989,-1.177786,0.029797,35.10,26.95,23.85,80.1270,83.5238,0.3970,3.7938,0,14,1
10/17/2001,17:15,79.5300,79.9100,79.4800,79.8200,3258,-1.117415,-1.165711,0.048296,35.99,28.68,26.97,80.0700,83.4216,0.2500,3.6016,0,15,1
10/18/2001,17:15,79.5100,79.5100,78.7600,78.9600,3411,-1.149331,-1.162435,0.013104,31.56,15.00,23.54,79.9980,83.3040,1.0380,4.3440,0,16,1
10/19/2001,17:15,78.8800,79.5400,78.7600,79.5400,1686,-1.114971,-1.152942,0.037972,37.17,18.11,20.60,79.9290,83.1956,0.3890,3.6556,0,17,1
10/22/2001,17:15,79.6500,79.7800,79.4600,79.4800,1719,-1.080130,-1.138380,0.058250,36.84,21.22,18.11,79.8770,83.0770,0.3970,3.5970,0,18,1
10/23/2001,17:15,79.4800,79.7500,79.3000,79.6400,3740,-1.027761,-1.116256,0.088495,38.43,29.71,23.01,79.8310,82.9746,0.1910,3.3346,0,19,1
10/24/2001,17:15,79.1100,79.1300,78.6900,78.8700,4078,-1.036443,-1.100294,0.063850,33.98,22.03,24.32,79.6780,82.8548,0.8080,3.9848,0,20,1
10/25/2001,17:15,79.4900,79.7000,79.4000,79.5700,3857,-0.975594,-1.075354,0.099760,40.71,23.80,25.18,79.5950,82.7408,0.0250,3.1708,0,21,1
10/26/2001,17:15,79.2600,79.4400,79.1100,79.3100,3181,-0.937543,-1.047791,0.110249,39.11,20.44,22.09,79.5160,82.6262,0.2060,3.3162,0,22,1
10/29/2001,17:15,79.4700,79.8300,79.4700,79.6700,1762,-0.868328,-1.011899,0.143571,42.48,30.17,24.80,79.4590,82.5002,0.2110,2.8302,0,23,1
10/30/2001,17:15,79.3700,79.5000,79.2200,79.4300,5424,-0.823350,-0.974189,0.150839,40.86,28.47,26.36,79.4290,82.3948,0.0010,2.9648,0,24,1
10/31/2001,17:15,79.1200,79.2000,78.9800,79.0800,3021,-0.806648,-0.940681,0.134033,38.55,25.67,28.10,79.3550,82.2874,0.2750,3.2074,0,25,1
11/01/2001,17:15,78.5400,78.5600,78.3900,78.4000,4720,-0.838615,-0.920268,0.081653,34.47,15.30,23.15,79.2990,82.1840,0.8990,3.7840,0,26,1
11/02/2001,17:15,77.6300,77.8900,77.4600,77.4600,3262,-0.929089,-0.922032,-0.007057,29.78,5.55,15.51,79.0910,82.0502,1.6310,4.5902,0,27,1
11/05/2001,17:15,77.4600,77.6800,77.4600,77.5500,1798,-0.982206,-0.934067,-0.048139,30.76,1.45,7.43,78.8980,81.9076,1.3480,4.3576,0,28,1
11/06/2001,17:15,77.2300,77.3700,77.0600,77.2000,2770,-1.040549,-0.955363,-0.085186,29.07,2.98,3.32,78.6540,81.7508,1.4540,4.5508,0,29,1
11/07/2001,17:15,77.1500,77.3400,76.9600,77.3100,3553,-1.065626,-0.977416,-0.088210,30.36,7.17,3.86,78.4980,81.6052,1.1880,4.2952,0,30,1
11/08/2001,17:15,77.4100,78.2500,77.3900,77.9100,2747,-1.025266,-0.986986,-0.038280,37.08,16.92,9.02,78.3320,81.4662,0.4220,3.5562,0,31,1
11/09/2001,17:15,78.2400,79.6400,78.2400,79.5000,2766,-0.855124,-0.960614,0.105490,50.67,44.60,22.90,78.3510,81.3636,1.1490,1.8636,0,32,1
11/12/2001,17:15,79.7400,79.8900,78.9400,79.0200,1796,-0.750367,-0.918564,0.168197,47.35,64.01,41.84,78.2860,81.2414,0.7340,2.2214,0,33,1
11/13/2001,17:15,78.4900,78.6600,78.2000,78.6100,1956,-0.692448,-0.873341,0.180893,44.65,71.59,60.07,78.2040,81.1134,0.4060,2.5034,0,34,1
11/14/2001,17:15,78.9400,78.9400,77.2400,77.3000,5454,-0.743680,-0.847409,0.103729,37.34,46.08,60.56,78.0260,80.9692,0.7260,3.6692,0,35,1
11/15/2001,17:15,77.0900,77.0900,76.1900,76.3700,7892,-0.849532,-0.847833,-0.001699,33.19,22.70,46.79,77.8230,80.7934,1.4530,4.4234,0,36,1
11/16/2001,17:15,74.9800,75.6700,74.7900,75.4100,5327,-0.999365,-0.878140,-0.121225,29.53,9.72,26.16,77.6180,80.6038,2.2080,5.1938,0,37,1
11/19/2001,17:15,75.4000,75.6900,74.4900,74.6200,3196,-1.168386,-0.936189,-0.232197,26.91,6.55,12.99,77.3250,80.3980,2.7050,5.7780,0,38,1
11/20/2001,17:15,75.5000,76.6000,75.3100,76.3900,9026,-1.146298,-0.978211,-0.168088,39.82,16.67,10.98,77.2440,80.2150,0.8540,3.8250,0,39,1
11/21/2001,17:15,76.1200,76.5900,76.0400,76.4000,4425,-1.115132,-1.005595,-0.109537,39.88,24.32,15.85,77.1530,80.0232,0.7530,3.6232,0,40,1
11/23/2001,17:15,76.0000,76.0000,76.0000,76.0000,1,-1.109916,-1.026459,-0.083456,38.12,32.84,24.61,76.9620,79.8314,0.9620,3.8314,0,41,1
11/26/2001,17:15,76.4000,76.4000,75.5400,75.7400,3501,-1.113920,-1.043951,-0.069969,36.97,28.83,28.66,76.5860,79.6316,0.8460,3.8916,0,42,1
11/27/2001,17:15,75.7200,76.1900,75.5900,75.7700,5594,-1.101971,-1.055555,-0.046415,37.21,24.94,28.87,76.2610,79.4324,0.4910,3.6624,0,43,1
11/28/2001,17:15,76.5900,76.6600,76.1800,76.2900,4995,-1.038569,-1.052158,0.013589,41.28,26.73,26.83,76.0290,79.2086,0.2610,2.9186,0,44,1
11/29/2001,17:15,76.1800,76.4400,76.1800,76.2500,2293,-0.980250,-1.037776,0.057526,41.06,29.88,27.18,75.9240,78.9872,0.3260,2.7372,0,45,1
11/30/2001,17:15,75.6400,76.4800,75.4500,76.4800,2490,-0.905040,-1.011229,0.106189,42.95,34.26,30.29,75.9350,78.8030,0.5450,2.3230,0,46,1
12/03/2001,17:15,76.3600,76.5800,76.0600,76.2800,3979,-0.851756,-0.979335,0.127579,41.70,36.33,33.49,76.0220,78.6344,0.2580,2.3544,0,47,1
12/05/2001,17:15,76.6900,77.8200,76.3400,77.3000,11645,-0.718935,-0.927255,0.208320,49.74,46.08,38.89,76.2900,78.5090,1.0100,1.2090,0,48,1
12/06/2001,17:15,76.6100,76.9700,76.5000,76.5100,3517,-0.669700,-0.875744,0.206044,44.61,54.13,45.51,76.3020,78.4470,0.2080,1.9370,0,49,1
12/07/2001,17:15,75.7100,76.0800,75.4400,76.0800,2791,-0.657795,-0.832154,0.174359,42.06,57.79,52.67,76.2700,78.3804,0.1900,2.3004,0,50,1
12/10/2001,17:15,76.1600,76.2700,75.5400,75.5900,3463,-0.680060,-0.801735,0.121675,39.31,47.15,53.02,76.2290,78.2926,0.6390,2.7026,0,51,1
12/11/2001,17:15,75.3400,75.4900,75.1200,75.1200,2211,-0.727247,-0.786838,0.059590,36.82,28.74,44.56,76.1670,78.1882,1.0470,3.0682,0,52,1
12/12/2001,17:15,75.0900,75.4600,74.9400,75.4200,983,-0.731998,-0.775870,0.043872,39.46,17.73,31.21,76.1320,78.0760,0.7120,2.6560,0,53,1
12/13/2001,17:15,75.3400,75.5600,75.0100,75.0600,1969,-0.756096,-0.771915,0.015819,37.44,7.09,17.85,76.0090,77.9596,0.9490,2.8996,0,54,1
12/14/2001,17:15,75.1800,76.1200,75.1600,76.1200,1769,-0.681802,-0.753892,0.072091,46.17,20.60,15.14,75.9960,77.8742,0.1240,1.7542,0,55,1
12/17/2001,17:15,76.0300,76.2700,75.7300,75.9800,2566,-0.626992,-0.728512,0.101520,45.27,27.08,18.26,75.9460,77.8002,0.0340,1.8202,0,56,1
12/18/2001,17:15,76.0900,76.4300,76.0200,76.2300,2095,-0.556961,-0.694202,0.137241,47.24,40.63,29.44,75.9410,77.7202,0.2890,1.4902,0,57,1
12/19/2001,17:15,76.0900,76.5600,76.0600,76.4300,4451,-0.479793,-0.651320,0.171527,48.83,44.21,37.31,75.8540,77.6488,0.5760,1.2188,0,58,1
12/20/2001,17:15,76.4200,76.5600,76.2800,76.5300,3244,-0.405888,-0.602234,0.196346,49.65,50.58,45.14,75.8560,77.5774,0.6740,1.0474,0,59,1
12/21/2001,17:15,75.8700,76.2500,75.8300,76.2500,2163,-0.365696,-0.554926,0.189230,47.37,50.81,48.53,75.8730,77.4944,0.3770,1.2444,0,60,1
12/25/2001,17:15,76.2500,76.2500,76.2500,76.2500,2163,-0.330039,-0.509949,0.179909,47.37,48.73,50.04,75.9390,77.4114,0.3110,1.1614,0,61,1
12/26/2001,17:15,76.2700,76.6500,76.2700,76.3400,1417,-0.291163,-0.466192,0.175029,48.25,51.60,50.38,76.0610,77.3362,0.2790,0.9962,0,62,1
12/27/2001,17:15,77.7300,77.9300,76.9500,77.1900,5009,-0.189579,-0.410869,0.221290,55.82,62.78,54.37,76.2380,77.2752,0.9520,0.0852,0,63,1
12/28/2001,17:15,77.4800,78.1300,77.0400,77.0400,4525,-0.119796,-0.352655,0.232858,54.31,70.04,61.48,76.4360,77.2214,0.6040,0.1814,0,64,1
01/01/2002,17:15,76.9900,77.0700,76.4700,76.4700,1667,-0.109228,-0.303969,0.194741,48.90,62.75,65.19,76.4710,77.1544,0.0010,0.6844,0,65,1
01/02/2002,17:15,76.5300,76.7100,76.3500,76.7000,1385,-0.081356,-0.259447,0.178091,51.02,56.32,63.04,76.5430,77.1092,0.1570,0.4092,0,66,1
01/03/2002,17:15,77.6700,77.8600,76.3500,77.5300,4269,0.007619,-0.206033,0.213653,57.82,61.16,60.08,76.6730,77.0690,0.8570,0.4610,0,67,1
01/04/2002,17:15,77.0400,78.2500,77.0300,78.2500,2984,0.134679,-0.137891,0.272569,62.66,78.40,65.29,76.8550,77.0444,1.3950,1.2056,0,68,1
01/07/2002,17:15,78.1600,78.4200,77.9200,78.0800,2939,0.219130,-0.066487,0.285617,60.89,89.44,76.33,77.0100,77.0132,1.0700,1.0668,0,69,1
01/08/2002,17:15,78.0800,78.1300,77.6000,77.7500,3300,0.256474,-0.001895,0.258369,57.48,87.93,85.26,77.1600,76.9908,0.5900,0.7592,1,0,1
01/09/2002,17:15,77.8800,77.9800,77.3400,77.3800,5315,0.253293,0.049143,0.204150,53.84,73.95,83.77,77.2730,76.9470,0.1070,0.4330,2,0,1
01/10/2002,17:15,76.8000,76.9800,76.6000,76.8000,2091,0.201647,0.079644,0.122003,48.64,57.14,73.01,77.3190,76.8968,0.5190,0.0968,3,0,1
01/11/2002,17:15,77.5300,77.6900,76.9500,76.9500,2290,0.170852,0.097885,0.072966,49.98,46.85,59.31,77.2950,76.8424,0.3450,0.1076,4,0,1
01/14/2002,17:15,76.4300,76.4600,76.0300,76.0800,1603,0.075375,0.093383,-0.018008,42.96,28.27,44.09,77.1990,76.7754,1.1190,0.6954,5,0,1
01/15/2002,17:15,75.5600,75.7500,75.4300,75.5600,1601,-0.041769,0.066353,-0.108122,39.39,16.31,30.48,77.1080,76.7050,1.5480,1.1450,6,0,1
01/16/2002,17:15,75.5500,75.6500,74.9600,75.0400,6453,-0.174554,0.018172,-0.192725,36.16,2.94,15.84,76.9420,76.6378,1.9020,1.5978,7,0,1
01/17/2002,17:15,75.6100,75.8400,75.4700,75.7600,3128,-0.219162,-0.029295,-0.189867,43.12,10.19,9.81,76.7650,76.6038,1.0050,0.8438,8,0,1
01/18/2002,17:15,74.7600,75.1100,74.7600,74.7700,5,-0.330589,-0.089554,-0.241035,37.13,8.41,7.18,76.4170,76.5482,1.6470,1.7782,0,1,1
01/22/2002,17:15,74.8100,75.5600,74.7800,75.2000,5115,-0.379820,-0.147607,-0.232212,40.96,11.60,10.07,76.1290,76.5082,0.9290,1.3082,0,2,1
01/23/2002,17:15,75.0900,75.5100,75.0900,75.3500,3015,-0.402096,-0.198505,-0.203591,42.29,9.47,9.83,75.8890,76.4690,0.5390,1.1190,0,3,1
01/24/2002,17:15,75.5900,75.6500,75.4400,75.4800,3694,-0.404597,-0.239723,-0.164874,43.47,15.94,12.34,75.6990,76.4204,0.2190,0.9404,0,4,1
01/25/2002,17:15,75.8400,76.2800,75.7800,76.1000,5359,-0.352487,-0.262276,-0.090211,48.85,24.13,16.51,75.6290,76.3524,0.4710,0.2524,0,5,1
01/28/2002,17:15,76.1700,76.3900,76.0800,76.2600,2599,-0.294879,-0.268797,-0.026082,50.17,33.30,24.46,75.5600,76.2972,0.7000,0.0372,0,6,1
01/29/2002,17:15,76.0600,76.2300,75.7700,75.8100,2922,-0.282282,-0.271494,-0.010788,46.54,37.95,31.80,75.5330,76.2412,0.2770,0.4312,0,7,1
01/30/2002,17:15,75.6900,75.7200,75.2900,75.4100,5979,-0.301104,-0.277416,-0.023688,43.52,33.61,34.96,75.5180,76.2034,0.1080,0.7934,0,8,1
01/31/2002,17:15,75.2500,75.4300,75.2000,75.2700,3176,-0.323588,-0.286650,-0.036938,42.48,24.34,31.97,75.5410,76.1814,0.2710,0.9114,0,9,1
02/01/2002,17:15,75.5800,76.4900,75.2000,76.4900,6809,-0.240194,-0.277359,0.037165,53.00,38.08,32.01,75.6140,76.2030,0.8760,0.2870,0,10,1
02/04/2002,17:15,76.4500,76.4700,76.1300,76.3500,3567,-0.183287,-0.258544,0.075257,51.83,59.94,40.78,75.7720,76.2376,0.5780,0.1124,0,11,1
02/05/2002,17:15,76.1100,76.1600,75.9100,75.9200,3715,-0.170915,-0.241019,0.070103,48.30,86.32,61.44,75.8440,76.2282,0.0760,0.3082,0,12,1
02/06/2002,17:15,76.1200,76.4300,76.0500,76.1300,7807,-0.142523,-0.221319,0.078797,50.09,79.38,75.21,75.9220,76.2228,0.2080,0.0928,0,13,1
02/07/2002,17:15,75.8100,75.9000,75.6400,75.6900,5099,-0.153753,-0.207806,0.054053,46.46,66.67,77.46,75.9430,76.2166,0.2530,0.5266,0,14,1
02/08/2002,17:15,75.8200,76.3700,75.7600,76.3700,3987,-0.106555,-0.187556,0.081001,52.22,75.24,73.76,75.9700,76.2292,0.4000,0.1408,0,15,1
02/11/2002,17:15,76.3800,76.5000,76.0700,76.1400,3215,-0.086709,-0.167387,0.080677,50.25,73.61,71.84,75.9580,76.2366,0.1820,0.0966,0,16,1
02/12/2002,17:15,77.4700,77.4700,77.0500,77.2300,6818,0.016779,-0.130554,0.147332,58.28,86.64,78.50,76.1000,76.2554,1.1300,0.9746,0,17,1
02/13/2002,17:15,76.6900,76.9000,76.4200,76.7600,2622,0.060175,-0.092408,0.152583,54.22,77.98,79.41,76.2350,76.2656,0.5250,0.4944,0,18,1
02/14/2002,17:15,77.2900,77.7600,77.2400,77.5600,4242,0.157307,-0.042465,0.199772,59.40,83.80,82.81,76.4640,76.2872,1.0960,1.2728,1,0,1
02/15/2002,17:15,77.3500,77.5600,77.1200,77.5600,3103,0.231615,0.012351,0.219264,59.40,84.98,82.26,76.5710,76.3128,0.9890,1.2472,2,0,1
02/19/2002,17:15,77.2200,77.2400,76.9600,77.0400,4224,0.245712,0.059023,0.186689,54.73,85.42,84.73,76.6400,76.3076,0.4000,0.7324,3,0,1
02/20/2002,17:15,76.6300,76.9200,76.6300,76.6800,2073,0.225239,0.092267,0.132973,51.70,73.96,81.45,76.7160,76.3110,0.0360,0.3690,4,0,1
02/21/2002,17:15,76.2600,76.6800,76.1200,76.5800,5270,0.198655,0.113544,0.085111,50.85,61.20,73.52,76.7610,76.3210,0.1810,0.2590,5,0,1
02/22/2002,17:15,76.8200,76.8900,76.5800,76.8900,3128,0.200293,0.130894,0.069399,53.39,56.77,63.97,76.8810,76.3470,0.0090,0.5430,6,0,1
02/25/2002,17:15,76.8200,76.9900,76.6500,76.7700,1892,0.189720,0.142659,0.047061,52.27,55.29,57.75,76.9210,76.3800,0.1510,0.3900,7,0,1
02/26/2002,17:15,76.2900,76.4900,76.1900,76.4300,4370,0.152152,0.144558,0.007595,49.11,49.84,53.97,76.9500,76.4002,0.5200,0.0298,8,0,1
02/27/2002,17:15,77.2700,77.5200,76.9700,77.1100,7883,0.175230,0.150692,0.024538,54.97,53.30,52.81,76.9380,76.4412,0.1720,0.6688,9,0,1
02/28/2002,17:15,77.1000,77.4700,77.0200,77.2700,4254,0.204078,0.161369,0.042708,56.24,60.42,54.52,76.9890,76.4642,0.2810,0.8058,10,0,1
03/01/2002,17:15,77.6200,78.2200,77.4400,78.2200,4835,0.300137,0.189123,0.111014,62.96,81.82,65.18,77.0550,76.5090,1.1650,1.7110,11,0,1
03/04/2002,17:15,78.2500,78.2500,77.9700,78.1000,3464,0.362404,0.223779,0.138625,61.67,89.81,77.35,77.1090,76.5464,0.9910,1.5536,12,0,1
03/05/2002,17:15,78.3300,78.6200,78.2700,78.5700,3924,0.444551,0.267933,0.176618,64.71,97.05,89.56,77.2620,76.5892,1.3080,1.9808,13,0,1
03/06/2002,17:15,79.0100,79.2700,78.5900,78.7200,7067,0.515811,0.317509,0.198302,65.65,90.36,92.41,77.4660,76.6330,1.2540,2.0870,14,0,1
03/07/2002,17:15,79.0200,79.6900,79.0200,79.5400,9465,0.631177,0.380243,0.250934,70.30,91.87,93.09,77.7620,76.6988,1.7780,2.8412,15,0,1
03/08/2002,17:15,79.5300,79.6600,78.9700,79.6600,3697,0.723943,0.448983,0.274960,70.92,92.91,91.71,78.0390,76.7670,1.6210,2.8930,16,0,1
03/11/2002,17:15,79.6900,80.3700,79.6500,79.9900,7132,0.814698,0.522126,0.292572,72.61,95.08,93.28,78.3610,76.8400,1.6290,3.1500,17,0,1
03/12/2002,17:15,80.1700,80.2100,79.6400,79.7400,4109,0.856574,0.589015,0.267559,69.32,91.38,93.12,78.6920,76.8910,1.0480,2.8490,18,0,1
03/13/2002,17:15,80.0200,80.4700,79.9400,80.1200,5561,0.909936,0.653199,0.256736,71.44,89.36,91.94,78.9930,76.9526,1.1270,3.1674,19,0,1
03/14/2002,17:15,79.9200,79.9800,79.5500,79.8800,3994,0.922228,0.707005,0.215223,68.23,87.74,89.50,79.2540,77.0208,0.6260,2.8592,20,0,1
03/15/2002,17:15,80.3700,80.5300,80.1700,80.3300,3112,0.957246,0.757053,0.200193,70.87,91.16,89.42,79.4650,77.0934,0.8650,3.2366,21,0,1
03/18/2002,17:15,80.2200,80.3300,79.9300,80.2000,2007,0.963403,0.798323,0.165080,69.08,90.80,89.90,79.6750,77.1468,0.5250,3.0532,22,0,1
03/19/2002,17:15,80.8700,80.9900,80.7000,80.7000,2007,0.997134,0.838085,0.159049,72.01,93.09,91.69,79.8880,77.1958,0.8120,3.5042,23,0,1
03/20/2002,17:15,80.8200,80.8500,80.5700,80.6500,2921,1.008210,0.872110,0.136099,71.28,91.34,91.74,80.0810,77.2472,0.5690,3.4028,24,0,1
03/21/2002,17:15,80.6700,80.6700,80.6700,80.6700,2921,1.006993,0.899087,0.107906,71.41,90.99,91.80,80.1940,77.3056,0.4760,3.3644,25,0,1
03/22/2002,17:15,80.6700,80.6700,80.6700,80.6700,1865,0.994564,0.918182,0.076381,71.41,89.45,90.59,80.2950,77.3714,0.3750,3.2986,26,0,1
03/26/2002,17:15,81.1200,81.1200,80.5800,80.6500,4548,0.971896,0.928925,0.042971,71.05,86.58,89.01,80.3610,77.4484,0.2890,3.2016,27,0,1
