"Date","Time","Open","High","Low","Close","Volume","MACD","MACDAvg","MACDDiff","RSI","SlowK","SlowD","FastAvg","SlowAvg","DistF","DistS","FGS","FLS","OpenBar"
08/15/2001,16:00,0.9096,0.9214,0.9086,0.9214,35151,0.007344,0.003892,0.003452,81.51,96.63,93.65,0.8972,0.8720,0.0242,0.0494,13,0,1
08/16/2001,16:00,0.9204,0.9267,0.9155,0.9185,27289,0.008414,0.004796,0.003618,77.80,93.00,94.28,0.9000,0.8732,0.0185,0.0453,14,0,1
08/17/2001,16:00,0.9181,0.9249,0.9167,0.9238,17468,0.009580,0.005753,0.003827,79.63,92.03,93.89,0.9033,0.8744,0.0205,0.0494,15,0,1
08/20/2001,16:00,0.9236,0.9271,0.9175,0.9210,19205,0.010160,0.006634,0.003526,76.07,87.96,91.00,0.9067,0.8757,0.0143,0.0453,16,0,1
08/21/2001,16:00,0.9209,0.9248,0.9144,0.9242,15159,0.010755,0.007458,0.003296,77.32,91.58,90.52,0.9107,0.8770,0.0135,0.0472,17,0,1
08/22/2001,16:00,0.9246,0.9304,0.9202,0.9216,26580,0.010890,0.008145,0.002746,73.94,87.59,89.04,0.9142,0.8782,0.0074,0.0434,18,0,1
08/23/2001,16:00,0.9211,0.9233,0.9165,0.9219,17944,0.010896,0.008695,0.002201,74.08,86.23,88.47,0.9166,0.8796,0.0053,0.0423,19,0,1
08/24/2001,16:00,0.9215,0.9233,0.9143,0.9196,19282,0.010594,0.009075,0.001519,70.93,81.27,85.03,0.9186,0.8808,0.0010,0.0388,20,0,1
08/27/2001,16:00,0.9204,0.9213,0.9152,0.9183,11613,0.010132,0.009286,0.000846,69.13,79.07,82.19,0.9200,0.8819,0.0017,0.0364,21,0,1
08/28/2001,16:00,0.9182,0.9196,0.9095,0.9191,10959,0.009719,0.009373,0.000346,69.64,76.49,78.94,0.9209,0.8829,0.0018,0.0362,22,0,1
08/29/2001,16:00,0.9198,0.9215,0.9153,0.9171,17033,0.009124,0.009323,-0.000199,66.68,71.40,75.65,0.9205,0.8839,0.0034,0.0332,23,0,1
08/30/2001,16:00,0.9159,0.9252,0.9128,0.9237,31702,0.009081,0.009275,-0.000193,71.05,71.52,73.14,0.9210,0.8851,0.0027,0.0386,24,0,1
08/31/2001,16:00,0.9233,0.9270,0.9136,0.9168,26026,0.008394,0.009098,-0.000705,61.91,64.37,69.09,0.9203,0.8861,0.0035,0.0307,25,0,1
09/04/2001,16:00,0.9163,0.9171,0.8915,0.8951,49070,0.006028,0.008484,-0.002456,43.12,44.62,60.17,0.9177,0.8868,0.0226,0.0083,26,0,1
09/05/2001,16:00,0.8953,0.8980,0.8914,0.8916,20074,0.003827,0.007553,-0.003726,40.96,18.65,42.55,0.9145,0.8873,0.0229,0.0043,27,0,1
09/06/2001,16:00,0.8930,0.9038,0.8895,0.9034,28889,0.003000,0.006642,-0.003642,50.04,14.90,26.06,0.9127,0.8880,0.0093,0.0154,28,0,1
09/07/2001,16:00,0.9023,0.9142,0.9000,0.9122,37286,0.003020,0.005918,-0.002898,55.54,30.46,21.34,0.9117,0.8889,0.0005,0.0233,29,0,1
09/10/2001,16:00,0.9134,0.9146,0.9041,0.9049,4695,0.002419,0.005218,-0.002799,50.57,42.38,29.25,0.9102,0.8900,0.0053,0.0149,30,0,1
09/11/2001,16:00,0.9047,0.9162,0.9025,0.9138,4695,0.002631,0.004701,-0.002070,55.77,50.86,41.23,0.9098,0.8912,0.0040,0.0226,31,0,1
09/13/2001,16:00,0.9156,0.9217,0.9154,0.9214,35032,0.003373,0.004435,-0.001063,59.66,60.02,51.08,0.9100,0.8926,0.0114,0.0288,32,0,1
09/14/2001,16:00,0.9213,0.9341,0.9181,0.9308,45428,0.004665,0.004481,0.000184,63.90,79.27,63.38,0.9114,0.8941,0.0194,0.0367,33,0,1
09/17/2001,16:00,0.9301,0.9403,0.9238,0.9332,34774,0.005816,0.004748,0.001068,64.92,87.96,75.75,0.9123,0.8959,0.0209,0.0373,34,0,1
09/18/2001,16:00,0.9322,0.9356,0.9261,0.9347,15899,0.006772,0.005153,0.001619,65.57,89.06,85.43,0.9141,0.8975,0.0206,0.0372,35,0,1
09/19/2001,16:00,0.9343,0.9394,0.9303,0.9342,23306,0.007403,0.005603,0.001800,65.13,87.66,88.23,0.9180,0.8991,0.0162,0.0351,36,0,1
09/20/2001,16:00,0.9345,0.9361,0.9296,0.9327,21047,0.007694,0.006021,0.001673,63.77,87.34,88.02,0.9221,0.9005,0.0106,0.0322,37,0,1
09/21/2001,16:00,0.9340,0.9347,0.9162,0.9202,31040,0.006837,0.006184,0.000652,53.69,77.82,84.27,0.9238,0.9016,0.0036,0.0186,38,0,1
09/24/2001,16:00,0.9209,0.9267,0.9177,0.9240,14849,0.006390,0.006225,0.000165,55.97,71.13,78.76,0.9250,0.9029,0.0010,0.0211,39,0,1
09/25/2001,16:00,0.9236,0.9321,0.9218,0.9300,22304,0.006446,0.006270,0.000177,59.37,69.36,72.77,0.9275,0.9043,0.0025,0.0257,40,0,1
09/26/2001,16:00,0.9303,0.9315,0.9268,0.9299,14664,0.006409,0.006297,0.000111,59.29,75.72,72.07,0.9291,0.9057,0.0008,0.0242,41,0,1
09/27/2001,16:00,0.9303,0.9305,0.9232,0.9253,20394,0.005940,0.006226,-0.000286,55.48,74.84,73.31,0.9295,0.9070,0.0042,0.0183,42,0,1
09/28/2001,16:00,0.9253,0.9256,0.9152,0.9177,26222,0.004898,0.005960,-0.001062,49.80,62.76,71.11,0.9282,0.9077,0.0105,0.0100,43,0,1
10/01/2001,16:00,0.9195,0.9249,0.9195,0.9248,28150,0.004592,0.005687,-0.001094,54.49,54.18,63.93,0.9273,0.9087,0.0025,0.0161,44,0,1
10/02/2001,16:00,0.9243,0.9269,0.9209,0.9261,16493,0.004404,0.005430,-0.001026,55.31,48.06,55.00,0.9265,0.9096,0.0004,0.0165,45,0,1
10/03/2001,16:00,0.9258,0.9305,0.9199,0.9218,29763,0.003864,0.005117,-0.001253,51.96,45.23,49.16,0.9252,0.9106,0.0034,0.0112,46,0,1
10/04/2001,16:00,0.9217,0.9260,0.9186,0.9258,13553,0.003715,0.004837,-0.001121,54.71,37.32,43.54,0.9246,0.9115,0.0012,0.0143,47,0,1
10/05/2001,16:00,0.9249,0.9281,0.9230,0.9244,13058,0.003445,0.004558,-0.001113,53.56,35.48,39.34,0.9250,0.9122,0.0006,0.0122,48,0,1
10/08/2001,16:00,0.9264,0.9314,0.9241,0.9249,10226,0.003234,0.004293,-0.001060,53.93,40.14,37.65,0.9251,0.9130,0.0002,0.0119,49,0,1
10/09/2001,16:00,0.9278,0.9297,0.9195,0.9195,20690,0.002601,0.003955,-0.001354,49.31,33.48,36.37,0.9240,0.9138,0.0045,0.0057,50,0,1
10/10/2001,16:00,0.9207,0.9231,0.9172,0.9181,19934,0.001963,0.003557,-0.001593,48.16,26.16,33.26,0.9228,0.9145,0.0047,0.0036,51,0,1
